question_id,subject_id,type_id,grade_id,difficulty_id,content,answer,analysis,options,created_date,row_index
2102299674034176,202.0,,2.0,,8 次吃完 40 个桃子，平均每次吃 __(1)__ 个？,,【详解】 略,,1970-01-01 00:00:00,238.0
2105009000857600,205.0,,2.0,,一堆圆形钢管堆在一起，它的横截面形状成等腰梯形．已知这堆钢管最上面一层有8根，最下面的一层有13根，并且下面一层都比上面一层多1根．求这堆钢管共有多少根？,,【详解】 略,,1970-01-01 00:00:00,239.0
2111464059297792,202.0,,2.0,,【分析】 根据乘法口诀表中七八五十六，找到与算式对应的两个数字，口诀里的另一个数字就是要求的数。 【详解】 根据分析 在计算 56 ÷ 7 ＝8是，想口诀：七八五十六，商是 8 。,,,,1970-01-01 00:00:00,240.0
2112363515633664,1001.0,,3.0,,下列各组词语中，加点字的读音全都正确的一组是 （ ） A. 琢 磨 zhuó 譬 如 pì 小心 翼 翼 yì 咄 咄逼人 duó B. 狭 隘 ài 绽 开 zàn 参 差 不齐 cī 花团锦 簇 cù C. 热 忱 chén 浸 满 qìn 气喘 吁 吁 xū 人迹 罕 至 hǎn D. 硬 朗 yìng 抚 弄 fǔ 拈 轻怕重 niān 刚直不 阿 ē,,【详解】 A 项，“咄”读“ duō ”；B 项， “ 绽”读“ zhàn ”；C 项， “ 浸”读“ jìn ” 。故选 D。,,1970-01-01 00:00:00,241.0
2113591888183297,201.0,,2.0,,【分析】 只用一个砝码可以称的质量有几种，用二个砝码可以称的质量有几种，用三个砝码可以称的质量有几种，把它们相加的和减去质量相同重复的即可解答。 【详解】 只用一个砝码，可以称 1 克， 2 克， 3 克的物体，共 3 种称法； 用两个砝码，可以如下：共 3 种称法； 1 克 +2 克 =3 克， 1 克 +3 克 =4 克， 2 克 +3 克 =5 克； 三个砝码一起称： 1+2+3=6 （克），一种称法； 其中称重 3 克的有两种方法相同，减去 1 种， 所以： 3+3+1-1=6 （种）． 故答案为： C ． 【点睛】 本题考查学生对排列组合知识的理解与掌握。,,,,1970-01-01 00:00:00,242.0
2113611285078016,20102.0,,2.0,,【分析】 条形统计图可以清楚地看出数量的多少； 折线统计图不但可以表示出数量的多少，而且能够清楚地表示出数量增减变化的情况。 【详解】 要统计六年级学生参加 5 个兴趣小组的人数，用复式条形统计图比较合适。 故答案为： B 【点睛】 理解掌握条形统计图、折线统计图的特点是选择统计图的关键。,,,,1970-01-01 00:00:00,243.0
2117397956444160,202.0,,2.0,,聪聪的生日是 __(1)__ 月 __(2)__ 日星期 __(3)__ ．,,【详解】 略,,1970-01-01 00:00:00,244.0
2117907001024512,104.0,,2.0,,我的故乡在江南，我爱故乡的杨梅。 细雨如丝，一棵棵杨梅树贪婪（ lán ）地吮（ shǔn ）吸着春天的甘露。他们伸展着四季常绿的枝条，一片片狭长的叶子在雨雾中欢笑着。 端午节过后，杨梅树上挂满了杨梅。 杨梅圆圆的，和桂圆一样大小，遍身生着小刺。等杨梅渐渐长熟，刺也渐渐软了，平了。摘一个放进嘴里，舌尖触到杨梅那平滑的刺，使人感到细腻（ nì ）而且柔软。 杨梅先是淡红的，随后变成深红，最后几乎变成黑的了。它不是真的变黑，因为太红了，所以像黑的。你轻轻咬开它，就可以看见那新鲜红嫩的果肉，嘴唇（ chún ）上舌头上同时染满了鲜红的汁（ zhī ）水。 没有熟透的杨梅又酸又甜，熟透了就甜津津的，叫人越吃越爱吃。我小时候，有一次吃杨梅吃得太多，发觉牙齿又酸又软，连豆腐（ fu ）也咬不动了。我才知道杨梅虽然熟透了，酸味还是有的，因为它太甜，吃起来就不觉得酸了。吃饱了杨梅再吃别的东西，才感觉到牙齿被它酸倒了。 1. 给短文加一个合适的题目。 2. 按短文内容填空。 （ ）地吮吸 （ ）地咬开 （ ）的枝条 （ ）的汁水 （ ）的果肉 （ ）的叶子 又（ ）又（ ） 又（ ）又（ ） 越（ ）越（ ） 3. 你觉得短文中描写的杨梅有什么特点？ __(1)__,,,,1970-01-01 00:00:00,245.0
2122965823496192,20402.0,,2.0,,竖式计算． 35＋29－18＝ 25＋36＋39＝ 90－9－23＝ 81－40＋48= 42-34+57= 22+28+34=,,【详解】 略,,1970-01-01 00:00:00,246.0
2123643596374016,1303.0,,3.0,,【分析】 明确一个小格表示的分度值为 1 ℃，可根据这点读出此温度计的示数；掌握晶体在熔化过程中的特点：吸热但温度保持不变；晶体吸收的热量 Q＝cm（t-t 0 ）；AB 段和 CD 段的温度变化，从而可比较二者比热容关系． 【详解】 (1) 温度计的最小刻度值是 1 ℃，温度计示数往上越来越小，是 0 ℃以下，示数是 −14 ℃； (2) 由图象知， BC 段为熔化过程，熔化过程中要不断吸热，内能增加，温度不变，故在 BC 阶段中 C 点处物质的内能大于 B 点处物质的内能； (3)AB 阶段 5min 物质吸收的热量 Q ＝ cm(t−t 0 ) ＝ 2.1×10 3 J/(kg ⋅ ℃ ) × 0.1kg×10 ℃＝ 2.1×10 3 J ，因为相同时间内物质吸收的热量相同,,,,1970-01-01 00:00:00,247.0
2125512417927168,103.0,,2.0,,①. 这里是一片山林，小溪涨水了，淙淙地流着，山上树木葱茏，花草繁茂。 ②. 这里是一个植物园，里面有各种不同的植物。 ③. 宜于欣赏春天的风景，感受季节更替时自然的变化；搞登山活动，锻炼身体，培养集体意识。 ④. 宜于开展植物观察活动，进行科学考察，了解植物特点，也可以收集制作标本，如叶子标本等。,,【详解】 略,,1970-01-01 00:00:00,248.0
2126208055140352,1002.0,,3.0,,识记字音 憎 恶 __(1)__ 絮 说 __(2)__ 颈 子 __(3)__ 惶 急 __(4)__ 大 抵 __(5)__ 惊 骇 __(6)__ 掳 去 __(7)__ 灸 疮 __(8)__ 诘 问 __(9)__ 霹 雳 __(10)__ 震 悚 __(11)__ 画 舫 __(12)__ 孤 孀 __(13)__ 粗 拙 __(14)__ 陆 玑 __(15)__ 淡 薄 __(16)__,,【详解】 考查对汉字字音的理解。“惶”“霹”“舫”“玑”“孀”可通过形声字辨析读音。“憎”不要写成四声，“掳”不要写成“ luē ”，“诘”“拙”“悚”要取半边字的读音。,,1970-01-01 00:00:00,250.0
2129844848582656,114.0,,2.0,,用修改符号修改病句。 (1) 蜜蜂飞得很低，大概可能这样可以减少阻力。 (2) 院子里的葡萄架，一口缸闲着。 (3) 署假里的一天，我在屋里看“水浒传”。正当我看得有声有色时突然屋外听到有人吵架。,,【详解】 略,,1970-01-01 00:00:00,252.0
2132833722114048,100501.0,,3.0,,默写。 （1） __(1)__ ，风雨湿征衣。 （2）毅魄归来日， __(2)__ 。 （3）骊山四顾，阿房一炬， __(3)__ ？ （4）喇叭，唢呐， __(4)__ 。 （5）读史使人明智， __(5)__ ，数学使人周密， __(6)__ ，伦理学使人庄重， __(7)__ ；,,【详解】 诗文名句默写试题的题型主要是填写题，复习诗文名句，首先是要记诵清楚背诵的诗文篇段和名句；其次是要正确理解诗文篇段和名句的基本内容；第三是要记清楚诗文名句中的每个字，默写诗文名句不能写错别字。此题要注意“奢侈” “辩” 等字的书写。,,1970-01-01 00:00:00,254.0
2141080804278272,1002.0,,3.0,,给下列加点的字注音。 我回家看着还没动用的那瓶香油和没吃完的鸡蛋，一再追忆老王和我对答的话， 琢 __(1)__ 磨他是否知道我领受他的谢意。……因为吃了他的香油和鸡蛋？因为他来表示感谢，我却拿钱去 侮 __(2)__ 辱他？都不是。几年过去了，我渐渐明白：那是一个幸运的人对一个不幸者的愧 怍 __(3)__ 。,,【详解】 字音重点考核多音字、形声字、形似字、音近字、方言、生僻字等。在具体的语言环境中遇到多音多义字时，要先弄清楚它们在词语或句子中的意义，再根据音义对应的规律辨别读音。如“侮辱”的“侮”不当一声或二声；再如“怍 ” 还可根据形声字中的声旁特点协助判断读音。,,1970-01-01 00:00:00,255.0
2141715327647744,1002.0,,3.0,,给加点的字注音。 干 瘪 __(1)__ 驳 船 __(2)__ wō __(3)__ 行 胚 芽 __(4)__ 纤 绳 __(5)__ yū __(6)__ 滩 挣 脱 __(7)__ 簇 新 __(8)__ 迷 惘 __(9)__ suì __(10)__ 洞 富 ráo __(11)__,,【详解】 考查字音字形。“纤”是多音字，qiàn，xiān，“纤夫”读作“qiàn”。“簇”“惘”不要取下半边字的读音。“挣”“胚”可用形声字来辨析读音。“瘪”不要读成“piě”。“隧”不要写成“遂”。,,1970-01-01 00:00:00,256.0
2144244191633408,1205.0,,3.0,,【详解】 句意：——我晚上不能看电视。你呢？——我也不能看。 too 用于肯定句或疑问句，故排除 C;either 用于否定句，故排除 B ；根据 I can't watch TV 可知，用否定回答。故排除 A 和 B ；否定句中用 either 表示 “ 也。 ” 故排除 C 。故选 D 。,,,,1970-01-01 00:00:00,257.0
2145387595005952,102.0,,2.0,,照样子，写词语。 （ 1 ）一条条（一 xx ） 一 __(1)__ 一 __(2)__ （ 2 ）急急忙忙（ AABB 式） __(3)__ __(4)__ （ 3 ）绚丽多彩（表颜色） __(5)__ __(6)__,,【详解】 略,,1970-01-01 00:00:00,258.0
2147716587716608,121307.0,,3.0,,milk and vegetables are healthy food for us. too 豆腐、牛奶和蔬菜是我们的健康食品。外国人也认为豆腐有益健康， too 用于句末，表示“也”。故答案为 too 。 (6)题详解： 句意：牛奶是另一种健康食品。本句是说牛奶是相对于豆腐而言的另一种健康食品；故答案为 another 。 (7)题详解： 句意：每天你应该喝一两杯牛奶。基数词 two 后跟可数名词的复数形式，答案为 glasses 。 (8)题详解： 句意：它们中含有维生素 A 、 B 、 C 、 D 、 E 等。介词 in 后跟代词宾格形式，故答案为 them 。 (9)题详解： 句意：众所周知，保持均衡饮食是很重要的。 it 是形式主语，动词不定式是真正的主语，故答案为 to keep 。 (10)题详解： 句意：我们也应该多吃水果和蔬菜，少吃肉。与前面的 more 相对应，此处用 little 的比较级 less 。,,,,1970-01-01 00:00:00,259.0
2148504688041984,1101.0,,3.0,,【分析】 根据所给直线解析式可得直线l与x轴的夹角，进而根据所给条件依次得到点A 1 ，A 2 的坐标，通过相应规律得到A 2019 的坐标即可． 【详解】 ∵直线 l 的解析式为： y = ￥ \frac{\sqrt{3}}{3} ￥ x ， ∴直线 l 与 x 轴的夹角为30 ￥ \text{o} ￥ ， ∵ AB ∥ x 轴， ∴∠ ABO =30 ￥ \text{o} ￥ ， ∵ OA =1， ∴ AB = ￥ \sqrt{3} ￥ ， ∵A 1 B ⊥直线 l ， ∴∠ AB A 1 =60 ￥ \text{o} ￥ ， ∴ A A 1 =3， ∴A 1 (0,4)， 同理可得A 2 (0,,,1970-01-01 00:00:00,260.0
2151202889039872,103.0,,2.0,,造句。 （ 1 ）朗读 __(1)__ （ 2 ）鲜艳 __(2)__ （ 3 ）有趣 __(3)__,,【详解】 略,,1970-01-01 00:00:00,261.0
2151364821893122,104.0,,2.0,,课内阅读。 二三月的春日里，轻风微微地吹拂着，如毛的细雨由天上洒落着，千条万条的柔柳，红的白的黄的花，青的草，绿的叶，都像赶集似的聚拢来，形成了烂漫无比的春天。这时候，那些小燕子，那么伶俐可爱的小燕子，也由南方飞来，加入了这个光彩夺目的图画中，为春光平添了许多生趣。 小燕子带了它的双剪似的尾巴，在阳光满地时，钟飞于旷亮无比的天空，叽的一声，已由这里的格田上，飞到那边的高柳下了。 另有几只却在波光邮都的湖面上横掠着，小燕子的翼尖或剪尾，偶尔沾了下水面，那小圆晕便一圈一圈地荡瀑开去。 1. 画横线句中的 “ 赶集 ” 原意指 ，而选文中 “ 像赶集似的聚拢来 ” 指的是 。 2. 选文通过对 、 、 、 春草等景物的描写，把温暖舒适而又充满生机活力的 生动地再现出来，为小燕子的出场提供了一幅美丽的背景图画。 3. 选文第 2 、 3 自然段写了燕子的哪些特点？（多选） A. 身体轻霾 B. 动作敏捷 C. 喜欢唱歌 D. 飞行速度快 4. 燕子飞行的姿势是 __(1)__ ，从 “ __(2)__ ” 这个词语我感受到了燕子飞行的速度快、身姿灵活。,,,,1970-01-01 00:00:00,262.0
2152034300125184,115.0,,2.0,,【详解】 《我是猫》是一篇精读课文。它是日本著名作家夏目漱石的代表作，作者以幽默而辛辣的笔触，用拟人的手法，生动地描写了一只猫偷吃年糕并发现了三条真理的过程。表现了当时社会人情的冷漠，表达了作者郁积日久的不满和愤恨，对弱者给予了极大的同情。,,,,1970-01-01 00:00:00,263.0
2154548713914369,202.0,,2.0,,【分析】 根据速度和＝路程÷相遇时间，即 465 ÷ 5 ＝ 93 千米，求出甲乙两车的速度和，已知甲车每小时行驶 48 千米，用甲乙两车的速度和减去甲车每小时行驶的速度，即可求出乙车每小时行驶的速度。 【详解】 465 ÷ 5 － 48 ＝ 93 － 48 ＝ 45 （千米） 甲乙两列火车相距 465 千米，两列火车同时从两地相向而行， 5 小时后相遇，甲车每小时行驶 48 千米，乙车每小时行驶 45 千米。,,,,1970-01-01 00:00:00,264.0
2154566921650176,202.0,,2.0,,填一填(从箭头开始顺时针填写) __(1)__,,【详解】 略,,1970-01-01 00:00:00,265.0
2154667638333440,20103.0,,2.0,,【分析】 被除数不变，除数越小商就越大，除数越大商就越小． 【详解】 0.001＜0.01＜0.1＜1，所以2.8÷0.001的商最大． 故答案为B,,,,1970-01-01 00:00:00,266.0
2154703885549568,20409.0,,2.0,,18小于除数25，则商仍然是4，余数是18. 200 25=8 118 25=4......18,,,,1970-01-01 00:00:00,267.0
2156129507352576,202.0,,2.0,,填写口算思路 . （从上到下，从左到右依次填写） 35×2= __(1)__ 想： 30×2= __(2)__ 5×2= __(3)__ __(4)__ ＋ __(5)__ = __(6)__,,【详解】 先用第二个因数乘十位数得出几个十，再用第二个因数数乘个位数得出几个一，再把计算结果相加即可．,,1970-01-01 00:00:00,268.0
2157648572334080,121307.0,,3.0,,【分析】 你想健康吗？现在给你一些建议，你可以多吃香蕉、句子和西红柿，因为它们对你的健康有好处，健康的食物能使你幸福和强壮，运动是非常重要的，你可以走着去上学，你一周应该打三四次篮球，最重要的事情是我们必须记住早睡早起，它意味着我们早早的睡觉，第二天早起，通过做这些你就会健康状况良好。 (1)题详解： 句意：你想健康吗？根据形容词作表语；故填 healthy (2)题详解： 句意：你可以多吃香蕉、句子和西红柿。根据名词复数表示一类；故填 tomatoes (3)题详解： 句意：因为它们对你的健康有好处。根据 be good for 对 --- 有好处；故填 for (4)题详解： 句意：健康的食物能使你幸福和强壮。根据 happy 和 strong 是并列关系；故填 and (5)题详解： 句意：运动是非常重要的。根据主语 Exercise 运动，不可数名词；故填 is (6)题详解： 句意：你可以走着去上学。根据 on foot 步行；故填 on (7)题详解： 句意：你一周应该打三四次篮球。根据 should 情态动词，后接动词原形；故填 play (8)题详解： 句意：最重要的事情是我们必须记住早睡早起。根据句意可知是最重要的， important 的最高级，前面加 most ；故填 most (9)题详解： 句意：它意味着我们早早的睡觉，第二天早起。根据主语 It 单三，谓语动词用单数形式；故填 means (10)题详解： 句意：通过做这些你就会健康状况良好。根据 by 介词，后用 doing 形式；故填 doing,,,,1970-01-01 00:00:00,270.0
2158791177887744,203.0,,2.0,,【分析】 根据加法的性质可以进行判定． 【详解】 根据题意加数交换位置，计算结果不不变，据此可以判定这句话是正确的,,,,1970-01-01 00:00:00,271.0
2159101877878784,20409.0,,2.0,,【分析】 根据除数是两位数的除法计算方法：先用除数去试除被除数的前两位数；如果前两位比除数小，再除前三位数；除到被除数的哪一位，就把商写在那一位上面，本题（1）被除数前两位99大于除数41，商的最高位在十位上；（2）被除数前两位83大于除数13，商的最高位在十位上；注意：每求出一位商时，余数必须比除数小． 【详解】 （1）991÷41=24……7 ； （2）839÷13=64……7 ​ ． 故答案为（1）24，7；（2）64，7．,,,,1970-01-01 00:00:00,272.0
2163421783801857,203.0,,2.0,,【分析】 因为不管经过多长时间，小红与妈妈的年龄差是不变的，今年相差24岁，所以过10年后妈妈和小红仍相差24岁． 【详解】 两个人的年龄差是不变的，今年小红今年比妈妈小24岁，再过十年她比妈妈仍然小24岁． 故答案为×．,,,,1970-01-01 00:00:00,275.0
2163835568578560,103.0,,2.0,,把句子补充完整。 （ 1 ）沙洲坝是 __(1)__ 。 （ 2 ） __(2)__ 关心人民群众。 （ 3 ） __(3)__ 带领 __(4)__ 。,,【详解】 略,,1970-01-01 00:00:00,276.0
2164038742458368,260505.0,,4.0,,(1)题详解： 试题分析：本题考查鉴赏诗歌的形象、表达技巧和诗人的思想情感的能力。首先要读懂诗句的内容和思想情感。诗歌鉴赏的选择题，综合考核诗歌的形象、语言、表达技巧和文章的思想内容，每一个选项都是一个考点，几乎涵盖诗歌的所有内容，注意结合全诗进行分析，注意：错误的地方一般有意象的含义不对，手法不准确，手法的解说和艺术效果的分析不对，语言方面主要是风格不正确，内容一般为曲解诗意或只答表层含义，或故意拔高等，一般都存在明显的错误。标题中，A、B两项考查内容，考查内容，C、D两项考查内容、情感。读懂全诗，分析各备选选项后再做选择。D项，“这首词上下片均从正面着笔”说法错误，下片是从反面着笔。诗人现在已是无路请缨，“心有余而力不足”，只能正话反说来倾诉心中的愤慨。第一句说那些杭敌恢复的方略和军中生活的记录，已经零落殆尽，而自己也没有心思去整理。只能靠着焚香煮茗来打发时光，表达的是一种无奈。“生怕”两句写出过去遭遇给作者留下的伤痛，不但自己不谈，而且连客人也要避之。末尾一句语出烛之武“臣之壮也，扰不如人；今老矣，无能为也已。”看似叹息时光流逝，实际上感叹的是自己如今壮志未酬身先老，运用了曲笔的手法。故选D。 (2)题详解： 试题分析：本题考查把握诗歌的内容并鉴赏诗人情感的能力。首先要在读懂诗句的内容和思想情感的基础上分析诗人情感。读懂全词，精读下片，读懂“生怕客谈榆塞事，且教儿诵《花间集》”，的意思，运用的手法才能准确把握词人的情感。分析本句，“榆塞”指边防要地。这两句的意思是：现在就怕人谈边塞的事，暂且教儿女们诵读《花间集》吧。表面上是说词人已作终老之想，无意复问边事，而用描写美女与爱情的《花间集》来教导儿女，这样的说法实际上表明词人虽满怀报国激情，却只能被闲置，吟风赏月，理想与现实的尖锐冲突，使他悲愤到了极点。“生怕”两句写出过去遭遇给作者留下的伤痛，不但自己不谈“平戎”，而且唯恐客人谈及。这里着意写词人过去的遭遇留给自己的伤痛，表达了词人英雄失路、抱负难展的愤激之情。 【点睛】 解答诗歌情感的答题方法如下：①从题材入手。同一类题材往往都表达这类似的情感。②从抒情议论的句子入手，这些句子是直接表达思想感情的地方。③从作者和创作背景入手，做到知人论世。④从题目入手，题目往往交代了诗歌的主要内容，创作的缘由和主要表现的思想感情。⑤从景物形象入手，景物形象衬托或烘托诗人的情感或借景抒情。⑥从用典入手，典故是将历史和现实对照，含蓄的表达自己的观点、态度和情感。同时还要注意诗文后面的注解。对于本题，考生可以抓住诗句中的“榆塞事”，“教儿诵《花间集》”来体悟词人英雄失路、壮志未酬的悲愤之情。,,,,1970-01-01 00:00:00,277.0
2166217259802625,121307.0,,3.0,,和句子 they made very little money. 之间具有转折关系，因此用 but 连接。语境是：每个工人都必须努力工作，但他们挣的钱很少。故答案为 but 。 (6)题详解： 句意：吉姆走了，但卡尔决定留下来。本题考查 decide 的用法， decide to do sth. 决定做某事。 decide 后接动词不定式，故答案为 to stay 。 (7)题详解： 句意：两年后，两人在街上相遇。本文的时态是一般过去时，因此该句话的时态也是一般过去时。 meet 的过去式为 met 。故答案为 met 。 (8)题详解： 句意：卡尔变得富有了，但吉姆仍在找工作。本文的 job 表示泛指，因此用不定冠词 a/ 或 an ；又因为 job 是单数，因此只能用 a 。故答案填： a 。 (9)题详解： 句意：你怎么这么快就发财了？句子中的 get 是动词， 因此后面用副词来修饰； quick 的副词是 quickly 。故答案为 quickly 。 (10)题详解： 句意：你要找的是很多钱。结合语境和句子中的词汇 are 可知，本题用现在进行时；其结构是 am/are/is+ 动词的现在分词构成。故答案为 looking 。,,,,1970-01-01 00:00:00,278.0
2166908425895936,201.0,,2.0,,【分析】 根据题意可知本题的数量关系：合唱团女生人数2x+3=合唱团男生人数，设合唱团的女生有x人，则方程是2X+3=43，据此解答． 【详解】 设合唱团的女生有x，根据题意得 2X+3=43， 2X=43-3， X=40÷2， X=20． 答：合唱团有女生20人． 【点睛】 学生出错的主要原因是单位“1”没找准确．注意的是，本题的关键是找出题目中的数量关系式，合唱团女生人数2x+3=合唱团男生人数，设合唱团的女生有x人．,,,,1970-01-01 00:00:00,279.0
2170999454261248,30101.0,,2.0,,【详解】 句意：我真的很饿，我需要_________吃，但_______在冰箱里。本题考查复合不定代词，想吃或者想喝什么时用something表示，第二个空表示冰箱里没有什么东西了，nothing没有什么，故选C。,,,,1970-01-01 00:00:00,280.0
2174007406542848,260804.0,,4.0,,【详解】 （ 1 ）本题考查名著阅读与写作能力。解答此类题目，需要考生认真审读题干，按照题干要求写作，尤其注意字数要求等细节。本题属于微作文，因为《论语》蕴藏着孔子思想的精髓。请从“仁”“孝”“信”“学”中选择一个方面，谈谈它对你成长的启示。要求：解说准确，条理清晰。150-200字。考生可以结合自己的实际情况，从“仁”“孝”“信”“学”等方面谈成长的启示。要注意一定要引用孔子的原话，然后结合原话谈自己的理解和体会。比如从“仁”的角度，可以从“仁者爱人”“己所不欲勿施于人”等出发展开论述。 （ 2 ）本题考查名著阅读与写作能力。解答此类题目，需要考生认真审读题干，按照题干要求写作，尤其注意字数要求等细节。本题属于微作文，要求从《呐喊》《红岩》《平凡的世界》中选择一个人物，写一段以“微躯亦有光辉”为主题的演讲辞，讲述他（她）的故事，并作简要点评。要求：符合原著内容，契合演讲主题。 150-200 字。可以选择《呐喊》中的阿 Q 来谈，讲他的不幸遭遇和精神胜利法，然后讲明他的“精神胜利法”对我们现代人的警示意义，对我们民族行的建设的好处，也可以谈其他人物。 （ 3 ）本题考查名著阅读与写作能力。解答此类题目，需要考生认真审读题干，按照题干要求写作，尤其注意字数要求等细节。本题属于微作文，因为《红楼梦》中的大观园、《边城》中的茶峒、《老人与海》中的大海，是作者创造的独特的文学世界。要求选择其中的一个，写一段抒情文字或一首诗，抒写你对它的印象。要求：依据原著，至少使用两种修辞方法。 120 字左右。这个可以谈《老人与海》中的大海，讲明桑提亚哥在大海上的遭遇，突出大海海是海明威生存环境的象征。大海在整篇故事中起着举足轻重的作用，它是圣地亚哥老人赖以生存的物质世界，是他生活的全部内容，海为他准备了神秘的大鱼，为他提供了展示其无比的勇气和毅力的场所，从美学角度来讲，大海是一幅“意味着许多东西”的写意画。然后谈大海这一典型环境对人物形象塑造的作用。,,,,1970-01-01 00:00:00,281.0
2175414048268289,30101.0,,2.0,,【分析】 【详解】 句意：我们应该吃____蔬菜和_____肉。本题考查more 和less 的用法， more更多的，后面可以接可数名词复数或不可数名词；less更少的，后面接不可数名词；根据常识，可知我们应该吃更多的蔬菜和更少的肉，故选B。 【点睛】,,,,1970-01-01 00:00:00,282.0
2178195876118528,30205.0,,2.0,,按要求写单词。 1.stronger （对应词） __(1)__ 2. smaller （对应词） __(2)__ 3.angry （比较级） __(3)__ 4.heavy （比较级） __(4)__ 5.much ( 比较级 ) __(5)__ 6. hot ( 比较级 ) __(6)__ 7. let’s ( 完全形式 ) __(7)__ 8. foot ( 复数 ) __(8)__,,【详解】 略,,1970-01-01 00:00:00,283.0
2180179858350080,30603.0,,2.0,,翻译 1. 做锻炼 __(1)__ 2. country __(2)__ 3. field __(3)__ 4. 挤牛奶 __(4)__ 5. vegetable __(5)__,,【详解】 略,,1970-01-01 00:00:00,284.0
2180304907444224,30303.0,,2.0,,补充下列单词 1. m __(1)__ ( 博物馆 ) 2. s __(2)__ （地铁） 3. l __(3)__ （图书馆） 4. s __(4)__ ( 游泳池 ) 5. s __(5)__ （超市）,,【详解】 略,,1970-01-01 00:00:00,285.0
2180365638131712,30604.0,,2.0,,根据汉语完成句子。 1. 昨天你干什么了？ __(1)__ __(2)__ you do yesterday? 2. 在星期日上午，我们去旅行了。 We __(3)__ on Sunday morning. 3. 我们上个星期去香港旅游。 __(4)__ 4. 周六晚上我在家读书。 I __(5)__ evening. 5. 第二天我们去购物。 __(6)__,,【详解】 略,,1970-01-01 00:00:00,286.0
2180741660762112,30603.0,,2.0,,英汉互译 1.race __(1)__ 2.win __(2)__ 3. 赶快 __(3)__ 4. 自豪 __(4)__,,【详解】 略,,1970-01-01 00:00:00,287.0
2180745074171904,30605.0,,2.0,,英译汉 1.kangaroo __(1)__ 2.ocean __(2)__ 3.starfish __(3)__ 4.guess __(4)__,,【详解】 略,,1970-01-01 00:00:00,288.0
2180745074180096,31101.0,,2.0,,补全对话 A: __(1)__ ? B: It’s a dog.,,【详解】 略,,1970-01-01 00:00:00,289.0
2180945640275968,31303.0,,2.0,,看图选词 （ 1 ） __(1)__ （ 2 ） __(2)__ （ 3 ） __(3)__ （ 4 ） __(4)__ A. quickly B. lady C. seat D. polite,A,【详解】 略,,1970-01-01 00:00:00,290.0
2180945640284160,30604.0,,2.0,,翻译下列句子 1. 当你看到一个老妇人站在公交车里你将怎么做？ __(1)__ 2. 如果她没有座位，就把我的座位给她。 __(2)__ 3. 我站起来，把我的座位给她。 __(3)__ 4. 这是一件值得做的有礼貌的事。 __(4)__,,【详解】 略,,1970-01-01 00:00:00,291.0
2181051425398784,30205.0,,2.0,,根据课文内容完成下列句子。 1. My __(1)__ Grant is only ten. He is a __(2)__ and __(3)__ boy. 2. Grant likes __(4)__ __(5)__ with his __(6)__ . 3. Grant wants to be a __(7)__ __(8)__ when he grows up.,,【详解】 略,,1970-01-01 00:00:00,292.0
2181405949493248,30603.0,,2.0,,英汉互译 1.country __(1)__ 2.travel __(2)__ 3. 自然 __(3)__ 4. 森林 __(4)__,,【详解】 略,,1970-01-01 00:00:00,293.0
2182241935753216,30303.0,,2.0,,单词拼写 1. 餐；晚餐 __(1)__ 2. ……点钟 __(2)__ 3. ……点半 __(3)__ 4. 差……到…… __(4)__ 5. 过去的；过去 __(5)__ 6. ……点四十五分 __(6)__ 7. 回 __(7)__ 8. 家 __(8)__ 9. 一刻，十五分钟 __(9)__,,【详解】 略,,1970-01-01 00:00:00,294.0
2182250199293952,30203.0,,2.0,,选词填空 and is are can am 1. Amy __(1)__ writing her homework. 2. Sam __(2)__ carry the box. 3. It is raining __(3)__ we are all at home. 4. I __(4)__ sending some photos. 5. The children __(5)__ playing in the park.,,【详解】 略,,1970-01-01 00:00:00,295.0
2182275750674432,30605.0,,2.0,,翻译下列句子。 1. Look at my bedroom for one minute. __(1)__ 2. Is there a computer in my room? __(2)__ 3. They are near the window. __(3)__ 4. Are there any balls? __(4)__,,【详解】 略,,1970-01-01 00:00:00,296.0
2182287885099008,30605.0,,2.0,,翻译下列短语。 1. a small study __(1)__ 2. a large kitchen __(2)__ 3. a clean toilet __(3)__ 4. a beautiful garden __(4)__,,【详解】 略,,1970-01-01 00:00:00,298.0
2183142567731201,114.0,,2.0,,用修改符号修改下面一段话。 我养了小猫一只。他的眼睛像黑色珍珠。小猫长得肥肥的,,【详解】 略,,1970-01-01 00:00:00,304.0
2184393518571520,10402.0,,2.0,,课外阅读。 展开中华人民共和国的地图，我们就可以看到一个岛，它像一片叶子盖在祖国大陆的东南海面上。这就是我国第一大岛 —— 台湾岛。 晴天，站在大陆东南边的海岸，可以清楚地看到台湾岛上的云雾。台湾有 “ 米的世界 ”“ 东方糖库 ”“ 水果之乡 ” 的美称。它的山岭上，林木茂盛，四季常青，地下有几十种矿。台湾还有着丰富的海产品和海底矿藏。它真是祖国的宝岛。 1. 填空。 台湾岛的形状像 __(1)__ ，它在祖国大陆的 __(2)__ 。 2. 下面的美称不属于台湾的是 ( ) A. 米的世界 B. 煤炭之乡 C. 水果之乡 D. 东方糖库 3. 从哪些地方可以看出台湾 “ 真是祖国的宝岛 ” ？请用 “ ” 在文章中画出来。,B,,,1970-01-01 00:00:00,305.0
2185088670490625,30101.0,,2.0,,【详解】 What什么；is是；behind the door在门的后面。本句应译为：门后面是什么？故答案为B。,,,,1970-01-01 00:00:00,306.0
